4;29/05/2015 08:01:29 a.m.;I;0;1; ;0; ;1;
11;29/05/2015 08:02:20 a.m.;I;0;1; ;0; ;1;
7;29/05/2015 08:05:57 a.m.;I;0;1; ;0; ;1;
10;18/05/2015 08:00:00 a.m.;I;0; ; ;0; ;0;
10;18/05/2015 04:55:00 p.m.;O;0; ; ;0; ;0;
10;19/05/2015 10:15:00 a.m.;I;0; ; ;0; ;0;
10;19/05/2015 12:13:00 p.m.;O;0; ; ;0; ;0;
10;20/05/2015 08:11:00 a.m.;I;0; ; ;0; ;0;
10;20/05/2015 06:18:00 p.m.;O;0; ; ;0; ;0;
10;21/05/2015 03:47:00 p.m.;I;0; ; ;0; ;0;
10;22/05/2015 01:08:00 p.m.;O;0; ; ;0; ;0;
10;21/05/2015 04:12:00 p.m.;I;0; ; ;0; ;0;
1;06/05/2015 07:47:00 a.m.;I;0; ; ;0; ;0;
1;06/05/2015 05:32:00 p.m.;O;0; ; ;0; ;0;
1;05/05/2015 05:50:00 p.m.;O;0; ; ;0; ;0;
1;07/05/2015 07:46:00 a.m.;I;0; ; ;0; ;0;
10;27/05/2015 06:51:00 p.m.;O;0; ; ;0; ;0;
10;21/05/2015 06:12:00 p.m.;O;0; ; ;0; ;0;
10;27/05/2015 04:43:00 p.m.;O;0; ; ;0; ;0;
11;29/05/2015 01:08:48 p.m.;I;0;1; ;0; ;1;
3;29/05/2015 01:08:52 p.m.;I;0;1; ;0; ;1;
10;29/05/2015 01:14:47 p.m.;I;0;1; ;0; ;1;
1;29/05/2015 01:30:06 p.m.;I;0;1; ;0; ;1;
3;29/05/2015 01:57:11 p.m.;I;0;1; ;0; ;1;
11;29/05/2015 01:57:24 p.m.;I;0;1; ;0; ;1;
5;29/05/2015 02:01:47 p.m.;I;0;1; ;0; ;1;
7;29/05/2015 02:01:51 p.m.;I;0;1; ;0; ;1;
10;21/05/2015 03:27:00 p.m.;I;0; ; ;0; ;0;
7;29/05/2015 02:46:40 p.m.;I;0;1; ;0; ;1;
5;29/05/2015 03:07:05 p.m.;I;0;1; ;0; ;1;
4;29/05/2015 03:08:09 p.m.;I;0;1; ;0; ;1;
4;29/05/2015 04:11:25 p.m.;I;0;1; ;0; ;1;
5;29/05/2015 05:07:33 p.m.;I;0;1; ;0; ;1;
11;29/05/2015 05:08:00 p.m.;I;0;1; ;0; ;1;
3;29/05/2015 05:09:41 p.m.;I;0;1; ;0; ;1;
7;29/05/2015 05:25:43 p.m.;I;0;1; ;0; ;1;
1;29/05/2015 05:25:49 p.m.;I;0;1; ;0; ;1;
4;29/05/2015 06:31:25 p.m.;I;0;1; ;0; ;1;
1;01/06/2015 07:46:02 a.m.;I;0;1; ;0; ;1;
5;01/06/2015 07:48:50 a.m.;I;0;1; ;0; ;1;
3;01/06/2015 07:53:09 a.m.;I;0;1; ;0; ;1;
4;01/06/2015 07:59:29 a.m.;I;0;1; ;0; ;1;
7;01/06/2015 08:01:08 a.m.;I;0;1; ;0; ;1;
11;01/06/2015 08:05:00 a.m.;I;0;1; ;0; ;1;
5;01/06/2015 02:24:12 p.m.;I;0;1; ;0; ;1;
4;01/06/2015 02:25:02 p.m.;I;0;1; ;0; ;1;
3;01/06/2015 02:31:37 p.m.;I;0;1; ;0; ;1;
11;01/06/2015 02:32:07 p.m.;I;0;1; ;0; ;1;
7;01/06/2015 02:55:39 p.m.;I;0;1; ;0; ;1;
5;01/06/2015 03:08:25 p.m.;I;0;1; ;0; ;1;
3;01/06/2015 03:10:00 p.m.;I;0;1; ;0; ;1;
11;01/06/2015 03:10:04 p.m.;I;0;1; ;0; ;1;
7;01/06/2015 03:27:18 p.m.;I;0;1; ;0; ;1;
4;01/06/2015 03:28:15 p.m.;I;0;1; ;0; ;1;
1;01/06/2015 04:21:25 p.m.;I;0;1; ;0; ;1;
1;01/06/2015 04:25:08 p.m.;I;0;1; ;0; ;1;
5;01/06/2015 05:07:53 p.m.;I;0;1; ;0; ;1;
11;01/06/2015 05:08:25 p.m.;I;0;1; ;0; ;1;
3;01/06/2015 05:08:48 p.m.;I;0;1; ;0; ;1;
3;01/06/2015 05:08:49 p.m.;I;0;1; ;0; ;1;
7;01/06/2015 06:13:14 p.m.;I;0;1; ;0; ;1;
1;01/06/2015 06:13:18 p.m.;I;0;1; ;0; ;1;
4;01/06/2015 06:52:16 p.m.;I;0;1; ;0; ;1;
5;02/06/2015 07:50:50 a.m.;I;0;1; ;0; ;1;
7;02/06/2015 07:51:47 a.m.;I;0;1; ;0; ;1;
7;02/06/2015 07:51:48 a.m.;I;0;1; ;0; ;1;
4;02/06/2015 07:58:21 a.m.;I;0;1; ;0; ;1;
3;02/06/2015 07:58:27 a.m.;I;0;1; ;0; ;1;
1;02/06/2015 08:02:38 a.m.;I;0;1; ;0; ;1;
11;02/06/2015 08:06:03 a.m.;I;0;1; ;0; ;1;
10;02/06/2015 10:12:23 a.m.;I;0;1; ;0; ;1;
10;02/06/2015 12:16:35 p.m.;I;0;1; ;0; ;1;
7;02/06/2015 01:30:56 p.m.;I;0;1; ;0; ;1;
5;02/06/2015 01:32:36 p.m.;I;0;1; ;0; ;1;
1;02/06/2015 01:36:15 p.m.;I;0;1; ;0; ;1;
7;02/06/2015 02:17:11 p.m.;I;0;1; ;0; ;1;
4;02/06/2015 02:26:18 p.m.;I;0;1; ;0; ;1;
3;02/06/2015 02:27:11 p.m.;I;0;1; ;0; ;1;
11;02/06/2015 02:27:21 p.m.;I;0;1; ;0; ;1;
5;02/06/2015 02:33:40 p.m.;I;0;1; ;0; ;1;
1;02/06/2015 02:40:21 p.m.;I;0;1; ;0; ;1;
11;02/06/2015 03:12:04 p.m.;I;0;1; ;0; ;1;
4;02/06/2015 03:26:10 p.m.;I;0;1; ;0; ;1;
3;02/06/2015 05:03:41 p.m.;I;0;1; ;0; ;1;
5;02/06/2015 05:03:52 p.m.;I;0;1; ;0; ;1;
11;02/06/2015 05:05:55 p.m.;I;0;1; ;0; ;1;
7;02/06/2015 05:18:23 p.m.;I;0;1; ;0; ;1;
7;02/06/2015 05:18:25 p.m.;I;0;1; ;0; ;1;
1;02/06/2015 05:18:34 p.m.;I;0;1; ;0; ;1;
4;02/06/2015 07:52:01 p.m.;I;0;1; ;0; ;1;
1;03/06/2015 07:44:12 a.m.;I;0;1; ;0; ;1;
11;03/06/2015 07:46:46 a.m.;I;0;1; ;0; ;1;
5;03/06/2015 07:47:38 a.m.;I;0;1; ;0; ;1;
1;30/04/2015 04:58:25 a.m.;H;0;1; ;0; ;1;
1;30/04/2015 04:58:47 a.m.;H;0;1; ;0; ;1;
1;30/04/2015 04:58:52 a.m.;H;0;1; ;0; ;1;
1;30/04/2015 10:24:11 a.m.;H;0;1; ;0; ;1;
3;30/04/2015 12:40:52 p.m.;H;0;1; ;0; ;1;
4;30/04/2015 01:56:21 p.m.;H;0;1; ;0; ;1;
5;30/04/2015 02:03:09 p.m.;H;0;1; ;0; ;1;
4;30/04/2015 02:54:25 p.m.;H;0;1; ;0; ;1;
5;30/04/2015 03:00:13 p.m.;H;0;1; ;0; ;1;
1;29/04/2015 05:40:04 p.m.;I;0;1; ;0; ;1;
1;29/04/2015 05:40:27 p.m.;I;0;1; ;0; ;1;
1;29/04/2015 05:40:30 p.m.;I;0;1; ;0; ;1;
1;30/04/2015 07:46:43 a.m.;I;0;1; ;0; ;1;
5;30/04/2015 07:51:05 a.m.;I;0;1; ;0; ;1;
3;30/04/2015 08:02:54 a.m.;I;0;1; ;0; ;1;
4;30/04/2015 08:13:33 a.m.;I;0;1; ;0; ;1;
1;30/04/2015 10:15:35 a.m.;I;0;1; ;0; ;1;
4;30/04/2015 06:52:32 p.m.;I;0;1; ;0; ;1;
1;30/04/2015 07:06:36 p.m.;I;0;1; ;0; ;1;
1;04/05/2015 07:39:01 a.m.;I;0;1; ;0; ;1;
4;04/05/2015 07:42:49 a.m.;I;0;1; ;0; ;1;
5;04/05/2015 07:51:35 a.m.;I;0;1; ;0; ;1;
3;04/05/2015 08:11:59 a.m.;I;0;1; ;0; ;1;
3;04/05/2015 04:14:43 p.m.;I;0;1; ;0; ;1;
5;04/05/2015 04:23:13 p.m.;I;0;1; ;0; ;1;
4;04/05/2015 06:53:05 p.m.;I;0;1; ;0; ;1;
1;04/05/2015 07:03:50 p.m.;I;0;1; ;0; ;1;
4;05/05/2015 07:55:12 a.m.;I;0;1; ;0; ;1;
3;05/05/2015 07:55:22 a.m.;I;0;1; ;0; ;1;
3;05/05/2015 07:55:23 a.m.;I;0;1; ;0; ;1;
1;05/05/2015 07:55:29 a.m.;I;0;1; ;0; ;1;
5;05/05/2015 08:09:05 a.m.;I;0;1; ;0; ;1;
1;05/05/2015 12:01:43 p.m.;I;0;1; ;0; ;1;
1;05/05/2015 12:34:53 p.m.;I;0;1; ;0; ;1;
3;05/05/2015 01:41:10 p.m.;I;0;1; ;0; ;1;
7;05/05/2015 02:56:00 p.m.;H;0;1; ;0; ;1;
3;05/05/2015 02:56:16 p.m.;H;0;1; ;0; ;1;
3;07/05/2015 11:49:18 a.m.;I;0;1; ;0; ;1;
1;07/05/2015 12:17:37 p.m.;I;0;1; ;0; ;1;
1;07/05/2015 12:21:51 p.m.;I;0;1; ;0; ;1;
1;07/05/2015 12:38:27 p.m.;I;0;1; ;0; ;1;
3;07/05/2015 12:45:46 p.m.;I;0;1; ;0; ;1;
3;07/05/2015 12:45:47 p.m.;I;0;1; ;0; ;1;
1;07/05/2015 01:02:01 p.m.;I;0;1; ;0; ;1;
3;20/05/2015 08:11:45 a.m.;I;0;1; ;0; ;1;
3;20/05/2015 08:11:47 a.m.;I;0;1; ;0; ;1;
7;25/05/2015 03:15:31 p.m.;I;0;1; ;0; ;1;
3;07/05/2015 01:49:06 p.m.;I;0;1; ;0; ;1;
4;07/05/2015 02:24:49 p.m.;I;0;1; ;0; ;1;
7;07/05/2015 03:23:03 p.m.;I;0;1; ;0; ;1;
4;07/05/2015 03:24:14 p.m.;I;0;1; ;0; ;1;
5;07/05/2015 05:08:46 p.m.;I;0;1; ;0; ;1;
1;07/05/2015 07:46:25 p.m.;I;0;1; ;0; ;1;
